관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
44180-30002,신설동소공원2,소공원,,충청남도 보령시 동대동 983-164,36.3539269,126.6044801811,395,,,파고라1+의자4,,화장실1+주차장1,2009-05-02,충청남도 보령시,041-930-4086,2025-04-01
44180-30003,신설동소공원3,소공원,,충청남도 보령시 동대동 730,36.353351,126.6053484,446,운동기구5,,파고라1+의자4+등의자2,,,2009-05-02,충청남도 보령시,041-930-4086,2025-04-01
44180-30004,신설동소공원4,소공원,,충청남도 보령시 동대동 737-1,36.35201198,126.6041245,530,운동기구2,,육각정자1,,,2009-05-02,충청남도 보령시,041-930-4086,2025-04-01
44180-30005,대천동제1소공원,소공원,,충청남도 보령시 대천동 144-1,36.3543064652,126.595338,172,운동기구1,,파고라1+의자4,,,2010-02-01,충청남도 보령시,041-930-4086,2025-04-01
44180-30006,대천동제2소공원,소공원,,충청남도 보령시 대천동 143-16,36.35437508,126.5958268,184,운동기구2,,파고라1+의자7,,,2010-02-01,충청남도 보령시,041-930-4086,2025-04-01
44180-30007,대천동제3소공원,소공원,,충청남도 보령시 대천동 460-51,36.3557679,126.5908885,148,운동기구2,,,,,2010-02-01,충청남도 보령시,041-930-4086,2025-04-01
44180-30008,대천동제4소공원,소공원,,충청남도 보령시 대천동 459-35,36.35519157,126.5916899,254,운동시설6,,파고라1,,,2010-02-01,충청남도 보령시,041-930-4086,2025-04-01
44180-30009,대천동제5소공원,소공원,,충청남도 보령시 대천동 605-35,36.35608575,126.5827051,86,운동시설1,,,,,2010-02-01,충청남도 보령시,041-930-4086,2025-04-01
44180-30010,대천동59 소공원,소공원,,충청남도 보령시 대천동 460-7,36.3569451,126.5913687,185,운동기구6,,파고라1,,,2017-07-10,충청남도 보령시,041-930-4086,2025-04-01
44180-30011,대천동60 소공원,소공원,,충청남도 보령시 대천동 388-8,36.35435115,126.587672,335,운동기구3,,파고라1+벤치3,,,2017-07-10,충청남도 보령시,041-930-4086,2025-04-01
44180-30012,보령신흑지구내소공원,소공원,,충청남도 보령시 신흑동 766-97,36.3196875672,126.5162243,417,운동시설4,,파고라1,,주차장1,2009-02-01,충청남도 보령시,041-930-4086,2025-04-01
44180-30013,보령신흑지구내소공원,소공원,,충청남도 보령시 신흑동 766-30,36.32126011,126.5147807,291,,,야외테이블1+앉음벽1,,,2009-02-01,충청남도 보령시,041-930-4086,2025-04-01
44180-30014,생활권공원 47호,소공원,,충청남도 보령시 명천동 1418 보령해양경찰서 뒤,36.33479964,126.6080179,2660.9,,,벤치13,,,2015-06-10,충청남도 보령시,041-930-4086,2025-04-01
44180-30015,생활권공원 48호,소공원,충청남도 보령시 명천로 106,충청남도 보령시 명천동 1419,36.3356991810,126.6048454716,5727.2,,,파고라2+벤치8,,,2015-06-10,충청남도 보령시,041-930-4086,2025-04-01
44180-30016,웅천일반산업단지(소공원1),소공원,,충청남도 보령시 웅천읍 구룡리 378-6,36.24356525,126.5760376,897,,,,,,2011-07-15,충청남도 보령시,041-930-4086,2025-04-01
44180-30017,웅천일반산업단지(소공원2),소공원,,충청남도 보령시 웅천읍 구룡리 142-20,36.23730423,126.574716,922.7,,,,,,2016-04-19,충청남도 보령시,041-930-4086,2025-04-01
44180-30018,소공원6(역전공원),소공원,,충청남도 보령시 웅천읍 대창리 469-11,36.23542335,126.6016927,6466,,,,,,2016-06-10,충청남도 보령시,041-930-4086,2025-04-01
44180-40001,헌수공원(궁촌동 역사공원),역사공원,충청남도 보령시 현충탑길 83(궁촌동),충청남도 보령시 궁촌동 79-1,36.34079801,126.5984541,13688,운동시설12,,파고라1+음수대1+의자6+오석의자1,,주차장1+화장실1+충혼탑1+cctv1,2006-11-15,충청남도 보령시,041-930-4086,2025-04-01
