관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
44800-00059,광천 6호 소공원,소공원,,충청남도 홍성군 광천읍 옹암리 509-15,36.48512015,126.6160376,772,,,,,,2018-02-28,충청남도 홍성군,041-630-1269,2025-06-30
44800-00060,7호 소공원,소공원,,충청남도 홍성군 서부면 거차리 405-38,36.5608516,126.4706011,9259,,,,,,2018-02-28,충청남도 홍성군,041-630-1269,2025-06-30
44800-00061,역세권1호 소공원,소공원,,충청남도 홍성군 홍성읍 고암리 492-4,36.60240225,126.678417,1143,,,,,,2001-08-20,충청남도 홍성군,041-630-1269,2025-06-30
44800-00062,역세권2호 소공원,소공원,,충청남도 홍성군 홍성읍 고암리 475-1,36.6022418,126.6802195,2714,,,,,,2001-08-20,충청남도 홍성군,041-630-1269,2025-06-30
44800-00063,역세권3호 소공원,소공원,,충청남도 홍성군 홍성읍 고암리 431-1,36.59745492,126.6802622,2594,,,,,,2001-08-20,충청남도 홍성군,041-630-1269,2025-06-30
44800-00064,역세권4호 소공원,소공원,,충청남도 홍성군 홍성읍 고암리 463-3,36.60111632,126.6803345,961,,,,,,2001-08-20,충청남도 홍성군,041-630-1269,2025-06-30
44800-00065,오관공원,소공원,,충청남도 홍성군 홍성읍 오관리 359,36.59705184,126.6659825,465,,,,,,2020-06-30,충청남도 홍성군,041-630-1269,2025-06-30
44800-00066,신진공원,소공원,,충청남도 홍성군 광천읍 신진리 398-2,36.50578364,126.6231039,579,,,,,,2020-06-30,충청남도 홍성군,041-630-1269,2025-06-30
44800-00067,27호 소공원,소공원,,충청남도 홍성군 홍성읍 남장리 439-3,36.57675699,126.652731,4000,,,,,,2020-07-30,충청남도 홍성군,041-630-1269,2025-06-30
44800-00068,신진제2공원,소공원,,충청남도 홍성군 광천읍 신진리 380-14,36.50803261,126.6239036,567,,,,,,2021-09-30,충청남도 홍성군,041-630-1269,2025-06-30
44800-00069,두레2소공원(홍성1),소공원,,충청남도 홍성군 홍북읍 신경리 599,36.660257,126.682714,1371.3,,,,,,2009-03-20,충청남도 홍성군,041-630-9593,2025-06-30
44800-00070,두레4소공원(홍성3),소공원,,충청남도 홍성군 홍북읍 신경리 664,36.657683,126.683178,1129.8,,,,,,2009-03-20,충청남도 홍성군,041-630-9593,2025-06-30
44800-00071,두레5소공원(홍성4),소공원,,충청남도 홍성군 홍북읍 신경리 634,36.658983,126.682774,1340.8,,,,,,2009-03-20,충청남도 홍성군,041-630-9593,2025-06-30
44800-00072,두레6소공원(홍성5),소공원,,충청남도 홍성군 홍북읍 신경리 847,36.657681,126.685889,1409.2,,,,,,2009-03-20,충청남도 홍성군,041-630-9593,2025-06-30
44800-00073,임시소공원1,소공원,,충청남도 홍성군 홍북읍 신경리 512-48일원,36.6464626,126.6635056,738,,,,,,2012-09-19,충청남도 홍성군,041-630-9593,2025-06-30
44800-00074,임시소공원2,소공원,,충청남도 홍성군 홍북읍 신경리 512-52일원,36.645986,126.6636032,1156,,,,,,2012-09-19,충청남도 홍성군,041-630-9593,2025-06-30
44800-00075,천주교역사공원,역사공원,,충청남도 홍성군 홍성읍 오관리 1,36.604529,126.668934,5134,,,화장실,,,2009-08-31,충청남도 홍성군,041-630-1269,2025-06-30
44800-00076,만해공원,역사공원,,충청남도 홍성군 결성면 성곡리 20-1,36.56214158,126.5529499,50496,,,,,,2020-01-20,충청남도 홍성군,041-630-1269,2025-06-30
44800-00077,홍예공원(홍성1),문화공원,,충청남도 홍성군 홍북읍 신경리 886,36.654562,126.665506,204699.3,,,주차장+ 화장실+ 전망대,보훈전시관,,2009-03-20,충청남도 홍성군,041-630-9593,2025-06-30
44800-00078,홍북2호 문화공원,문화공원,,충청남도 홍성군 홍북읍 신경리 461-106일원,36.653899,126.663679,363,,,,,,2016-11-22,충청남도 홍성군,041-630-9593,2025-06-30
44800-00079,해양공원,문화공원,,충청남도 홍성군 서부면 남당리 864번지 일원,36.5375881,126.4748624,55000,,,,,,2021-09-30,충청남도 홍성군,041-630-1269,2025-06-30
44800-00080,어사리노을공원,수변공원,,충청남도 홍성군 서부면 어사리 490-1,36.556225,126.468573,11290,,,주차장+ 화장실,,,2005-11-15,충청남도 홍성군,041-630-1269,2025-06-30
