관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
44760-00013,아름마을 2호 소공원,소공원,,충청남도 부여군 규암면 오수리 528,36.30409375,126.8902566,5797.6,,,,,"퍼걸러, 벤치",2010-12-20,충청남도 부여군청,041-830-2438,2025-12-10
44760-00014,아름마을 3호 소공원,소공원,,충청남도 부여군 규암면 오수리 538-1,36.30431842,126.8931962,1593.6,운동기구,,,,벤치,2010-12-20,충청남도 부여군청,041-830-2438,2025-12-10
44760-00015,아름마을 4호 소공원,소공원,,충청남도 부여군 규암면 오수리 578,36.30130254,126.8934789,358.9,,,,,벤치,2010-12-20,충청남도 부여군청,041-830-2438,2025-12-10
44760-00016,아름마을 5호 소공원,소공원,,충청남도 부여군 규암면 오수리 635,36.2991024,126.893507,387.9,운동기구,어린이놀이시설,전망대,,"퍼걸러, 벤치",2010-12-20,충청남도 부여군청,041-830-2438,2025-12-10
44760-00017,아름마을 6호 소공원,소공원,,충청남도 부여군 규암면 오수리 593,36.30071402,126.8921866,399.1,,,,,벤치,2010-12-20,충청남도 부여군청,041-830-2438,2025-12-10
44760-00018,서동공원,역사공원,,충청남도 부여군 부여읍 동남리 181,36.27189228,126.9106567,476988,,,,"유적지(화지산, 궁남지)","퍼걸러, 벤치",2010-11-01,충청남도 부여군청,041-830-2642,2025-12-10
44760-00019,와요지공원,역사공원,충청남도 부여군 장암면 의자로 1059,충청남도 부여군 장암면 정암리 662-3,36.24525848,126.9152019,43651,,,,유적지(와요지),벤치,2009-02-10,충청남도 부여군청,041-830-2629,2025-12-10
44760-00020,호암1호수변공원,수변공원,,충청남도 부여군 규암면 호암리 152-8,36.30722943,126.9198931,831,,,,,벤치,2016-12-30,충청남도 부여군청,041-830-2949,2025-12-10
44760-00021,초촌소공원1(문화마을),소공원,,충청남도 부여군 초촌면 추양리 499-5,36.26275155,127.0208404,431,,어린이놀이시설,,,벤치,2023-05-10,충청남도 부여군청,041-830-2383,2025-12-10
44760-00022,초촌소공원2(문화마을),소공원,,충청남도 부여군 초촌면 추양리 500-5,36.26267328,127.0219524,442,운동기구,,,,"퍼걸러, 벤치",2023-05-10,충청남도 부여군청,041-830-2383,2025-12-10
44760-00023,석성소공원1(문화마을),소공원,,충청남도 부여군 석성면 증산리 1479,36.24976935,127.0018928,594,,,,,벤치,2023-05-10,충청남도 부여군청,041-830-2383,2025-12-10
44760-00024,규암소공원1(문화마을),소공원,,충청남도 부여군 규암면 오수리 481-5,36.30367597,126.8942338,369,,,,,,2023-05-10,충청남도 부여군청,041-830-2383,2025-12-10
44760-00025,규암소공원2(문화마을),소공원,,충청남도 부여군 규암면 오수리 482-5,36.3035046,126.8945882,746,,어린이놀이시설,,,"퍼걸러, 벤치",2023-05-10,충청남도 부여군청,041-830-2383,2025-12-10
