관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
44250-00023,금암공원1,수변공원,,충청남도 계룡시 금암동 22-1,36.27429996,127.2586915,40505,운동기구(16종),,파고라(1)+정자(2)+의자(36),,화장실(1)+음수대(5)+보안등(77)+CCTV,1991-07-31,충청남도 계룡시청,042-840-2672,2022-03-30
44250-00024,용수말2,수변공원,,충청남도 계룡시 두마면 농소리 245-1,36.25633598,127.2541214,2590,,,,,,2014-12-30,충청남도 계룡시청,042-840-2672,2022-03-30
44250-00025,팥거리공원1,체육공원,,충청남도 계룡시 두마면 두계리 1-2,36.263635,127.2788158,16644,,,,,,2020-03-30,충청남도 계룡시청,042-840-2672,2022-03-30
44150-00001,사적공원(기존 도시자연공원),기타,,충청남도 공주시 금성동 산5-1,36.46441502,127.1158907,218531,,,,,,1985-12-28,충청남도 공주시청,041-840-8557,2022-03-30
44150-00002,중앙공원(기존 도시자연공원),기타,,충청남도 공주시 옥룡동 산22-1,36.45052648,127.1318518,128105,,,,,,1977-02-17,충청남도 공주시청,041-840-8557,2022-03-30
44150-00003,3.1중앙공원,소공원,,충청남도 공주시 중동 257,36.45253783,127.125423,9431,,,주차장,4.19기념비+신두영선생청덕비,팔각정자+평의자+운동기구,1997-04-19,충청남도 공주시청,041-840-8557,2022-03-30
44150-00004,검상농공근린공원,근린공원,,충청남도 공주시 이인면 만수리 산37-1,36.41974949,127.075082,51780,,,,,,2014-09-02,충청남도 공주시청,041-840-8557,2022-03-30
44150-00005,공원,근린공원,,충청남도 공주시 정안면 보물리 521,36.60199444,127.1226215,803,,,,,,2008-11-26,충청남도 공주시청,041-840-8557,2022-03-30
44150-00006,공원,근린공원,,충청남도 공주시 의당면 가산리 68,36.55019696,127.1780112,10484,,,,,,2010-09-10,충청남도 공주시청,041-840-8557,2022-03-30
44150-00007,돝음별공원,근린공원,,충청남도 공주시 월송동 672,36.47274035,127.1535139,14920,풋살장,,,도서관(꿈든솔)+파고라+등의자+평의자+운동기구,,2014-12-02,충청남도 공주시청,041-840-8557,2022-03-30
44150-00008,반포공원,근린공원,,충청남도 공주시 반포면 봉곡리 산7-1,36.40464062,127.2484926,85090,,,,,,2009-02-20,충청남도 공주시청,041-840-8557,2022-03-30
44150-00009,봉곡공원,근린공원,,충청남도 공주시 반포면 봉곡리 산18-2,36.407259,127.242655,30870,,,,,,2009-02-20,충청남도 공주시청,041-840-8557,2022-03-30
44150-00010,신관공원,근린공원,,충청남도 공주시 신관동 366-6,36.474307,127.1312576,37995,,조합놀이대,주차장,,파고자+등의자+평상+피크닉장,1985-12-28,충청남도 공주시청,041-840-8557,2022-03-30
44150-00011,풀향기숲공원,근린공원,,충청남도 공주시 금흥동 667,36.47909509,127.1536691,63093,배드민턴장,어린이 놀이터,화장실,,정자+파고라+등의자+운동기구+자전거보관대,2008-01-03,충청남도 공주시청,041-840-8557,2022-03-30
44150-00012,탄천1근린공원,근린공원,,충청남도 공주시 탄천면 안영리 788,36.30323576,127.0555376,37198,,,,,,2009-01-23,충청남도 공주시청,041-840-8557,2022-03-30
44150-00013,탄천2근린공원,근린공원,,충청남도 공주시 탄천면 안영리 806,36.30573617,127.0607914,30837,,,,,,2009-01-23,충청남도 공주시청,041-840-8557,2022-03-30
44150-00014,숲속놀이터,어린이공원,,충청남도 공주시 월송동 621,36.47573552,127.1543991,1500,,조합놀이대+그네+흔들놀이,,,파고라+운동기구+자전거보관대,2014-12-02,충청남도 공주시청,041-840-8557,2022-03-30
44150-00015,관골1공원,어린이공원,,충청남도 공주시 신관동 589-5,36.471869,127.130171,1943,,조합놀이대+시소,,,사각정자+평의자+등의자,1985-12-28,충청남도 공주시청,041-840-8557,2022-03-30
44150-00016,관골2공원,어린이공원,,충청남도 공주시 신관동 665,36.47519177,127.135573,1601,,조합놀이대+시소+그네,,,사각정자+등의자+원형의자,1985-12-28,충청남도 공주시청,041-840-8557,2022-03-30
44150-00017,덕성공원,어린이공원,,충청남도 공주시 신관동 649-1,36.473767,127.134118,1500,,조합놀이대,,,사각정자+파고라+등의자+운동기구,1985-12-28,충청남도 공주시청,041-840-8557,2022-03-30
44150-00018,미나리공원,어린이공원,,충청남도 공주시 금성동 192-4,36.46305177,127.122472,2183,,,누각,경로당+등의자+평의자+파고라+운동기구,,1987-09-15,충청남도 공주시청,041-840-8557,2022-03-30
44150-00019,바람공원,어린이공원,,충청남도 공주시 유구읍 석남리 366-2,36.550014,126.948197,1642,,,,,,2008-09-12,충청남도 공주시청,041-840-8557,2022-03-30
44150-00020,백미고을공원,어린이공원,,충청남도 공주시 금성동 182-1,36.465187,127.122297,1540,,조합놀이대,,등의자+평의자+자전거주차대+나드리센터,,1987-09-15,충청남도 공주시청,041-840-8557,2022-03-30
44150-00021,번영1공원,어린이공원,,충청남도 공주시 신관동 602-14,36.471053,127.134392,1946,게이트볼장,조합놀이대+시소,화장실,,,1985-12-28,충청남도 공주시청,041-840-8557,2022-03-30
44150-00022,신금2공원,어린이공원,,충청남도 공주시 신관동 21,36.472534,127.145155,1602,,조합놀이대,,,사각정자+파고라+등의자+운동기구,1985-12-28,충청남도 공주시청,041-840-8557,2022-03-30
44150-00023,한적골공원,어린이공원,,충청남도 공주시 금흥동 612-1,36.478642,127.1390173,1630,,조합놀이대+시소+그네+사다리,,,등의자,2005-11-30,충청남도 공주시청,041-840-8557,2022-03-30
44150-00024,현대A공원,어린이공원,,충청남도 공주시 신관동 610-8,36.467727,127.136426,1600,,조합놀이대,,,파고라+평의자+등의자+민방위급수시설,1985-12-28,충청남도 공주시청,041-840-8557,2022-03-30
44150-00025,검상농공소공원,소공원,,충청남도 공주시 검상동 산7-2,36.42940989,127.0755466,1486,,,,,,2014-09-02,충청남도 공주시청,041-840-8557,2022-03-30
44150-00026,금낙원공원,소공원,,충청남도 공주시 중동 64-6,36.45520663,127.125763,654,,,,,,2013-12-02,충청남도 공주시청,041-840-8557,2022-03-30
44150-00027,금학소공원,소공원,,충청남도 공주시 금학동 250-29,36.441525,127.1196152,825,,,,,파고라+평의자,2016-11-15,충청남도 공주시청,041-840-8557,2022-03-30
44150-00028,송선산단1소공원,소공원,,충청남도 공주시 송선동 산32-49,36.493448,127.164314,1910,,,,,,2013-12-30,충청남도 공주시청,041-840-8557,2022-03-30
44150-00029,송선산단2소공원,소공원,,충청남도 공주시 송선동 332,36.493282,127.166859,3109,,,,,,2013-12-30,충청남도 공주시청,041-840-8557,2022-03-30
44150-00030,신금공원,소공원,,충청남도 공주시 금흥동 607-4,36.479318,127.141238,2297,,,,,등의자+운동기구,2005-11-30,충청남도 공주시청,041-840-8557,2022-03-30
44150-00031,온전말1공원,소공원,,충청남도 공주시 반포면 온천리 169-1,36.3873686,127.256377,284,,,,,파고라+평의자+운동기구,2010-03-02,충청남도 공주시청,041-840-8557,2022-03-30
44150-00032,온전말2공원,소공원,,충청남도 공주시 반포면 온천리 29-6,36.386112,127.257481,398,,,,,,2010-03-02,충청남도 공주시청,041-840-8557,2022-03-30
44150-00033,온전말3공원,소공원,,충청남도 공주시 반포면 온천리 159-12,36.386619,127.256007,363,,,,,,2010-03-02,충청남도 공주시청,041-840-8557,2022-03-30
44150-00034,월미농공소공원,소공원,,충청남도 공주시 월미동 465,36.48877859,127.1042506,1382,,,,,,2012-03-23,충청남도 공주시청,041-840-8557,2022-03-30
44150-00035,정안2농공1소공원,소공원,,충청남도 공주시 정안면 사현리 525,36.616932,127.128055,2041,,,,,정자+평의자,2008-10-17,충청남도 공주시청,041-840-8557,2022-03-30
44150-00036,정안2농공2소공원,소공원,,충청남도 공주시 정안면 사현리 510,36.620693,127.128192,1239,,,,,정자+평의자,2008-10-17,충청남도 공주시청,041-840-8557,2022-03-30
44150-00037,탄천1소공원,소공원,,충청남도 공주시 탄천면 덕지리 729,36.30060702,127.056228,3099,,,,,,2011-03-11,충청남도 공주시청,041-840-8557,2022-03-30
44150-00038,탄천3소공원,소공원,,충청남도 공주시 탄천면 덕지리 737,36.299037,127.062841,3912,,,,,,2011-03-11,충청남도 공주시청,041-840-8557,2022-03-30
44150-00039,산성문화공원,문화공원,,충청남도 공주시 산성동 181-149,36.456736,127.122894,3680,,,,야외무대(공연장),바닥분수대+등의자+파고라+운동기구,2010-04-01,충청남도 공주시청,041-840-8557,2022-03-30
44710-00009,호티근린공원(금산10호 근린공원),근린공원,,충청남도 금산군 군북면 호티리 710-3,36.111177,127.496932,23805,,,,,,2002-11-16,충청남도 금산군청,041-750-3413,2022-03-30
44710-00003,비호산공원(금산6호 근린공원),근린공원,,충청남도 금산군 금산읍 상리 산3-6,36.11204299,127.4901942,28804,운동기구,,정자,,금산 인삼탑,1984-12-18,충청남도 금산군청,041-750-3413,2022-03-30
44710-00013,아인친수공원(금산9호 어린이공원),어린이공원,,충청남도 금산군 금산읍 아인리 156-3,36.1070168,127.4817696,2945,운동기구,종합놀이기구+그네+철봉,정자,,,2000-01-13,충청남도 금산군청,041-750-3413,2022-03-30
44710-00012,아인수림공원(금산5호 어린이공원),어린이공원,,충청남도 금산군 금산읍 아인리 산6-12,36.109141,127.479585,6329,운동기구+농구장,종합놀이기구,정자,,,1995-01-21,충청남도 금산군청,041-750-3413,2022-03-30
44710-00014,중도아동공원(금산4호 어린이공원),어린이공원,,충청남도 금산군 금산읍 중도리 211-1,36.10804368,127.4940868,1892,운동기구+족구장,놀이기구+그네 미끄럼틀+철봉,정자,,,1984-12-18,충청남도 금산군청,041-750-3413,2022-03-30
44710-00002,남산공원(금산1호 근린공원),근린공원,,충청남도 금산군 금산읍 하옥리 산3,36.09517146,127.4934178,120513,운동기구,,정자,,자유평화수호탑+애국지사추모비,1964-07-22,충청남도 금산군청,041-750-3413,2022-03-30
44710-00017,진산30호 소공원,소공원,,충청남도 금산군 진산면 읍내리 417-8,36.141044,127.3667008,539,,,,,부지확보,2016-12-30,충청남도 금산군청,041-750-3413,2022-03-30
44710-00011,마전18호 어린이공원,어린이공원,,충청남도 금산군 추부면 마전리 507,36.188042,127.464621,1877,,,,,부지확보,2002-12-31,충청남도 금산군청,041-750-3413,2022-03-30
44710-00010,마전16호 어린이공원,어린이공원,,충청남도 금산군 추부면 마전리 564-2,36.19195587,127.465258,1520,운동기구,종합놀이기구,정자,,,1987-06-12,충청남도 금산군청,041-750-3413,2022-03-30
44710-00018,추부29호 소공원,소공원,,충청남도 금산군 추부면 마전리 산1-45,36.195954,127.452678,1526,,,,,부지확보,2016-12-30,충청남도 금산군청,041-750-3413,2022-03-30
44710-00007,청천공원(마전21호 근린공원),근린공원,,충청남도 금산군 추부면 마전리 산44-1,36.19144984,127.463332,52000,,,,,,2002-12-31,충청남도 금산군청,041-750-3413,2022-03-30
44710-00008,태봉공원(마전20호 근린공원),근린공원,,충청남도 금산군 추부면 마전리 산5-1,36.195895,127.462413,62000,,,,,,2002-12-31,충청남도 금산군청,041-750-3413,2022-03-30
44710-00016,비도시2호(추부농공단지),소공원,,충청남도 금산군 추부면 신평리 1004-2,36.222216,127.5052902,1220,,,,,부지확보,2012-04-20,충청남도 금산군청,041-750-3413,2022-03-30
44710-00015,비도시1호(추부농공단지),소공원,,충청남도 금산군 추부면 신평리 1005-5,36.2190011,127.5026417,1320,,,,,부지확보,2004-03-10,충청남도 금산군청,041-750-3413,2022-03-30
44230-00004,논산 6호 근린공원(도시숲공원),근린공원,,충청남도 논산시 관촉동 312-2,36.194169,127.107418,43429,,,,,,2011-05-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00005,내동2지구 1호 근린공원(근린공원),근린공원,,충청남도 논산시 내동 1115,36.181889,127.105298,21252,,,,,,2007-01-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00006,강경 1호 근린공원(채산공원),근린공원,,충청남도 논산시 강경읍 채산리 산10-1,36.151021,127.016834,62150,,,,,,1976-12-07,충청남도 논산시청,041-746-6135,2022-03-30
44230-00007,강경 2호 근린공원(북옥공원),근린공원,,충청남도 논산시 강경읍 북옥리 113,36.164501,127.0122886,52744,,,,,,2017-03-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00008,연무 3호 근린공원(마산공원),근린공원,,충청남도 논산시 연무읍 마산리 산6-19,36.12658171,127.1004664,9120,,,,,,1987-11-27,충청남도 논산시청,041-746-6135,2022-03-30
44230-00009,동산일반산단 1호 근린공원,근린공원,,충청남도 논산시 연무읍 동산리 977,36.130257,127.135684,48508,,,,,,2009-11-26,충청남도 논산시청,041-746-6135,2022-03-30
44230-00010,논산2일반산단 1호 근린공원,근린공원,,충청남도 논산시 성동면 원남리 1212-8,36.216322,127.043858,9182,,,,,,2000-02-21,충청남도 논산시청,041-746-6135,2022-03-30
44230-00012,강경 1호 역사공원(팔봉정),역사공원,,충청남도 논산시 강경읍 황산리 81-23,36.156303,127.009788,20329,,,,,,1976-12-07,충청남도 논산시청,041-746-6135,2022-03-30
44230-00013,중앙체육공원,체육공원,,충청남도 논산시 연무읍 안심리 75,36.125879,127.095627,74863,,,,,,1966-11-08,충청남도 논산시청,041-746-6135,2022-03-30
44230-00014,강경 1호 문화공원(강경젓갈문화체험공원),문화공원,,충청남도 논산시 강경읍 염천리 20,36.16097864,127.014621,6870,,,,,,2011-05-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00015,연무 1호 문화공원(육군훈련소 상징공원),문화공원,,충청남도 논산시 연무읍 죽평리 390,36.108843,127.098654,2720,,,,,,2011-05-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00016,연무 2호 문화공원(육군훈련소 상징공원),문화공원,,충청남도 논산시 연무읍 황화정리 971-41,36.105436,127.098952,2146,,,,,,2011-05-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00017,연무 육군훈련소체험문화공원,문화공원,,충청남도 논산시 연무읍 금곡리 78-25,36.112806,127.097815,16076,,,,,,2009-01-05,충청남도 논산시청,041-746-6135,2022-03-30
44230-00018,5호 문화공원,문화공원,,충청남도 논산시 연산면 임리 74,36.20978957,127.181013,63400,,,,,,2015-12-10,충청남도 논산시청,041-746-6135,2022-03-30
44230-00019,1호 문화공원,문화공원,,충청남도 논산시 연무읍 마전리 452-1,36.09751943,127.0925097,10450,,,,,,2017-03-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00020,노성산 애향공원,문화공원,,충청남도 논산시 노성면 교촌리 346-10,36.283598,127.127364,25207,,,,,,2016-06-10,충청남도 논산시청,041-746-6135,2022-03-30
44230-00021,진달래공원,묘지공원,,충청남도 논산시 벌곡면 신양리 산79,36.208528,127.296885,206248,,,,,,2011-05-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00023,논산 2호 어린이공원,어린이공원,,충청남도 논산시 대교동 250-22,36.209933,127.088653,2460,,,,,,1998-11-30,충청남도 논산시청,041-746-6135,2022-03-30
44230-00025,논산 7호 어린이공원,어린이공원,,충청남도 논산시 취암동 1029-1,36.207846,127.097702,2000,,,,,,1990-03-09,충청남도 논산시청,041-746-6135,2022-03-30
44230-00026,논산 8호 어린이공원,어린이공원,,충청남도 논산시 취암동 1034-1,36.20550863,127.093932,2000,,,,,,1990-03-09,충청남도 논산시청,041-746-6135,2022-03-30
44230-00027,논산 9호 어린이공원,어린이공원,,충청남도 논산시 취암동 1043-13,36.202481,127.091117,2300,,,,,,1990-03-09,충청남도 논산시청,041-746-6135,2022-03-30
44230-00028,논산 10호 어린이공원,어린이공원,,충청남도 논산시 취암동 1052-4,36.199915,127.089762,1700,,,,,,1990-03-09,충청남도 논산시청,041-746-6135,2022-03-30
44230-00029,논산 11호 어린이공원,어린이공원,,충청남도 논산시 강산동 560,36.194561,127.087692,1658,,,,,,1994-06-24,충청남도 논산시청,041-746-6135,2022-03-30
44230-00030,논산 12호 어린이공원,어린이공원,,충청남도 논산시 강산동 624,36.193267,127.086173,1720,,,,,,1994-06-24,충청남도 논산시청,041-746-6135,2022-03-30
44230-00031,논산 13호 어린이공원,어린이공원,,충청남도 논산시 강산동 644,36.19231049,127.089656,1650,,,,,,1994-06-24,충청남도 논산시청,041-746-6135,2022-03-30
44230-00032,논산 14호 어린이공원,어린이공원,,충청남도 논산시 내동 1070,36.191303,127.090762,1602,,,,,,1994-06-24,충청남도 논산시청,041-746-6135,2022-03-30
44230-00033,논산 15호 어린이공원,어린이공원,,충청남도 논산시 내동 678,36.187464,127.100051,1859,,,,,,1991-06-18,충청남도 논산시청,041-746-6135,2022-03-30
44230-00034,논산 16호 어린이공원,어린이공원,,충청남도 논산시 내동 916,36.184322,127.0993935,1668,,,,,,1991-06-18,충청남도 논산시청,041-746-6135,2022-03-30
44230-00035,논산 17호 어린이공원,어린이공원,,충청남도 논산시 내동 610,36.186646,127.103217,1533,,,,,,1991-06-18,충청남도 논산시청,041-746-6135,2022-03-30
44230-00036,논산 18호 어린이공원,어린이공원,,충청남도 논산시 대교동 332,36.211008,127.090668,1509,,,,,,1998-11-30,충청남도 논산시청,041-746-6135,2022-03-30
44230-00037,논산 20호 어린이공원,어린이공원,,충청남도 논산시 내동 272-3,36.19126118,127.0969957,1713,,,,,,1998-11-30,충청남도 논산시청,041-746-6135,2022-03-30
44230-00039,취암어린이공원,어린이공원,,충청남도 논산시 취암동 1068-1,36.201406,127.093449,3262,,,,,,1999-04-12,충청남도 논산시청,041-746-6135,2022-03-30
44230-00040,논산 취암27 어린이공원,어린이공원,,충청남도 논산시 취암동 1079-7,36.198948,127.092563,1493,,,,,,1999-04-12,충청남도 논산시청,041-746-6135,2022-03-30
44230-00041,논산 취암28 어린이공원,어린이공원,,충청남도 논산시 취암동 1086-3,36.20159113,127.096596,1483,,,,,,1999-04-12,충청남도 논산시청,041-746-6135,2022-03-30
44230-00042,보금자리주택지구 놀이터1,어린이공원,,충청남도 논산시 내동 1103,36.181719,127.101242,1580,,,,,,2007-01-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00043,보금자리주택지구 놀이터2,어린이공원,,충청남도 논산시 내동 1110,36.178565,127.104405,5210,,,,,,2007-01-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00044,보금자리주택지구 놀이터3,어린이공원,,충청남도 논산시 내동 1117,36.18059091,127.104687,3126,,,,,,2007-01-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00045,강경 2호 어린이공원,어린이공원,,충청남도 논산시 강경읍 남교리 89-1,36.159783,127.019142,2135,,,,,,1987-11-27,충청남도 논산시청,041-746-6135,2022-03-30
44230-00047,연무 1호 어린이공원,어린이공원,,충청남도 논산시 연무읍 동산리 883-9,36.132251,127.102496,1530,,,,,,1987-11-27,충청남도 논산시청,041-746-6135,2022-03-30
44230-00048,연무 8호 어린이공원,어린이공원,,충청남도 논산시 연무읍 안심리 77-4,36.124239,127.096758,1500,,,,,,2007-01-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00050,논산 2호 소공원,소공원,,충청남도 논산시 화지동 31-9,36.208304,127.090864,765,,,,,,2011-04-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00051,논산 6호 소공원,소공원,,충청남도 논산시 취암동 621-59,36.202018,127.086249,525,,,,,,2011-04-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00052,논산 7호 소공원,소공원,,충청남도 논산시 대교동 176-13,36.207434,127.080192,491,,,,,,2011-04-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00053,논산 10호 소공원,소공원,,충청남도 논산시 대교동 339,36.211278,127.089912,867,,,,,,2013-06-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00054,먹골1호소공원,소공원,,충청남도 논산시 내동 478-1,36.183046,127.100059,135,,,,,,2014-04-30,충청남도 논산시청,041-746-6135,2022-03-30
44230-00055,먹골2호소공원,소공원,,충청남도 논산시 내동 420-3,36.184429,127.100835,201,,,,,,2014-04-30,충청남도 논산시청,041-746-6135,2022-03-30
44230-00056,먹골3호소공원,소공원,,충청남도 논산시 내동 227-2,36.18466482,127.101041,203,,,,,,2014-04-30,충청남도 논산시청,041-746-6135,2022-03-30
44230-00057,먹골4호소공원,소공원,,충청남도 논산시 내동 226-2,36.184831,127.101548,372,,,,,,2014-04-30,충청남도 논산시청,041-746-6135,2022-03-30
44230-00058,먹골5호소공원,소공원,,충청남도 논산시 내동 175-3,36.184309,127.103115,296,,,,,,2014-04-30,충청남도 논산시청,041-746-6135,2022-03-30
44230-00059,11호 소공원,소공원,,충청남도 논산시 내동 1264,36.176977,127.1029300370,991,,,,,,2015-01-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00060,강경 1호 소공원,소공원,,충청남도 논산시 강경읍 동흥리 131-3,36.165254,127.015538,1474,,,,,,2011-04-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00061,강경 2호 소공원,소공원,,충청남도 논산시 강경읍 태평리 36,36.159538,127.016993,630,,,,,,2011-04-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00062,연무 2호 소공원,소공원,,충청남도 논산시 연무읍 마산리 661-9,36.116127,127.098133,4816,,,,,,2007-01-02,충청남도 논산시청,041-746-6135,2022-03-30
44230-00063,동산일반산단 2호 어린이공원,어린이공원,,충청남도 논산시 연무읍 동산리 996,36.128272,127.131797,3032,,,,,,2009-11-30,충청남도 논산시청,041-746-6135,2022-03-30
44230-00064,동산일반산단 3호 어린이공원,어린이공원,,충청남도 논산시 연무읍 죽본리 811,36.133506,127.132963,6068,,,,,,2009-11-30,충청남도 논산시청,041-746-6135,2022-03-30
44230-00065,연산 2호 소공원,소공원,,충청남도 논산시 연산면 연산리 517-22,36.215757,127.213656,650,,,,,,2011-04-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00066,연산 3호 소공원,소공원,,충청남도 논산시 연산면 청동리 127-54,36.213749,127.203057,923,,,,,,2011-04-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00068,연산 5호 소공원,소공원,,충청남도 논산시 연산면 연산리 517-43,36.214139,127.217498,355,,,,,,2011-04-20,충청남도 논산시청,041-746-6135,2022-03-30
44230-00070,논산2일반산단 1호 소공원,소공원,,충청남도 논산시 성동면 원북리 875-3,36.218828,127.039343,5323,,,,,,2009-01-05,충청남도 논산시청,041-746-6135,2022-03-30
